time_matrix;configurations;answer;answer_time
[[14, 11, 17], [13, 11, 9], [19, 5, 15]];[[1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 1, 1], [3, 2, 2], [2, 3, 3], [3, 3, 3], [2, 1, 2], [2, 3, 1], [2, 3, 2]];[[3, 2, 2], [3, 3, 3], [2, 3, 3], [2, 3, 2], [2, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 1], [1, 1, 3], [1, 1, 2]];161
[[19, 19, 18], [9, 18, 12], [8, 9, 10]];[[3, 2, 3], [1, 2, 2], [1, 1, 2], [2, 2, 3], [2, 1, 1], [1, 3, 2], [3, 3, 1], [3, 2, 2], [1, 3, 1], [1, 1, 1]];[[2, 1, 1], [2, 2, 3], [3, 2, 3], [3, 2, 2], [1, 2, 2], [1, 3, 2], [1, 1, 2], [1, 1, 1], [1, 3, 1], [3, 3, 1]];169
[[5, 19, 7], [15, 13, 12], [5, 7, 14]];[[1, 1, 1], [3, 2, 1], [2, 3, 3], [1, 2, 2], [1, 2, 1], [2, 1, 2], [3, 1, 3], [1, 3, 2], [3, 3, 3], [2, 2, 2]];[[3, 2, 1], [1, 2, 1], [1, 2, 2], [2, 2, 2], [2, 1, 2], [1, 1, 1], [3, 1, 3], [3, 3, 3], [2, 3, 3], [1, 3, 2]];145
[[17, 17, 16], [9, 7, 17], [5, 15, 7]];[[2, 1, 3], [3, 2, 1], [3, 1, 2], [1, 3, 2], [1, 1, 3], [1, 1, 1], [1, 3, 1], [3, 1, 3], [2, 2, 2], [1, 1, 2]];[[3, 2, 1], [3, 1, 3], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [1, 1, 1], [1, 1, 3], [2, 1, 3], [2, 2, 2]];153
[[15, 11, 7], [17, 6, 15], [5, 13, 14]];[[1, 1, 1], [3, 1, 2], [1, 3, 2], [2, 1, 2], [2, 3, 3], [3, 1, 1], [3, 3, 3], [1, 3, 3], [2, 3, 1], [1, 2, 3]];[[2, 1, 2], [3, 1, 2], [3, 1, 1], [1, 1, 1], [1, 2, 3], [1, 3, 2], [1, 3, 3], [3, 3, 3], [2, 3, 3], [2, 3, 1]];153
[[15, 11, 7], [17, 6, 15], [5, 13, 14]];[[1, 1, 1], [3, 1, 2], [1, 3, 2], [2, 1, 2], [2, 3, 3], [3, 1, 1], [3, 3, 3], [1, 3, 3], [2, 3, 1], [1, 2, 3]];[[2, 1, 2], [3, 1, 2], [3, 1, 1], [1, 1, 1], [1, 2, 3], [1, 3, 3], [1, 3, 2], [3, 3, 3], [2, 3, 3], [2, 3, 1]];153
[[15, 11, 7], [17, 6, 15], [5, 13, 14]];[[1, 1, 1], [3, 1, 2], [1, 3, 2], [2, 1, 2], [2, 3, 3], [3, 1, 1], [3, 3, 3], [1, 3, 3], [2, 3, 1], [1, 2, 3]];[[2, 1, 2], [3, 1, 2], [3, 1, 1], [1, 1, 1], [1, 2, 3], [1, 3, 3], [1, 3, 2], [2, 3, 1], [2, 3, 3], [3, 3, 3]];153
[[9, 14, 8], [9, 8, 15], [18, 8, 11]];[[1, 2, 2], [1, 2, 1], [3, 1, 3], [3, 1, 2], [1, 1, 1], [2, 3, 3], [3, 1, 1], [2, 1, 2], [1, 3, 1], [2, 3, 1]];[[1, 2, 2], [2, 1, 2], [3, 1, 2], [3, 1, 3], [3, 1, 1], [1, 1, 1], [1, 2, 1], [1, 3, 1], [2, 3, 1], [2, 3, 3]];142
[[11, 13, 18], [13, 17, 12], [17, 5, 20]];[[2, 1, 2], [3, 1, 3], [2, 2, 1], [2, 3, 2], [2, 1, 1], [1, 2, 2], [3, 3, 1], [2, 2, 3], [3, 2, 2], [3, 3, 2]];[[2, 3, 2], [2, 1, 2], [2, 1, 1], [2, 2, 1], [2, 2, 3], [3, 1, 3], [3, 3, 1], [3, 3, 2], [3, 2, 2], [1, 2, 2]];190
[[10, 9, 16], [6, 19, 15], [5, 20, 14]];[[1, 3, 3], [3, 1, 3], [3, 3, 2], [1, 2, 2], [3, 2, 3], [3, 3, 1], [2, 2, 2], [2, 3, 3], [1, 2, 3], [2, 2, 3]];[[1, 3, 3], [2, 3, 3], [3, 3, 1], [3, 3, 2], [2, 2, 2], [1, 2, 2], [1, 2, 3], [2, 2, 3], [3, 2, 3], [3, 1, 3]];172
[[10, 9, 16], [6, 19, 15], [5, 20, 14]];[[1, 3, 3], [3, 1, 3], [3, 3, 2], [1, 2, 2], [3, 2, 3], [3, 3, 1], [2, 2, 2], [2, 3, 3], [1, 2, 3], [2, 2, 3]];[[3, 1, 3], [3, 2, 3], [2, 2, 3], [1, 2, 3], [1, 2, 2], [2, 2, 2], [3, 3, 2], [3, 3, 1], [1, 3, 3], [2, 3, 3]];172
[[10, 9, 16], [6, 19, 15], [5, 20, 14]];[[1, 3, 3], [3, 1, 3], [3, 3, 2], [1, 2, 2], [3, 2, 3], [3, 3, 1], [2, 2, 2], [2, 3, 3], [1, 2, 3], [2, 2, 3]];[[3, 1, 3], [3, 2, 3], [2, 2, 3], [1, 2, 3], [1, 2, 2], [2, 2, 2], [3, 3, 2], [3, 3, 1], [2, 3, 3], [1, 3, 3]];172
[[10, 9, 16], [6, 19, 15], [5, 20, 14]];[[1, 3, 3], [3, 1, 3], [3, 3, 2], [1, 2, 2], [3, 2, 3], [3, 3, 1], [2, 2, 2], [2, 3, 3], [1, 2, 3], [2, 2, 3]];[[3, 3, 2], [3, 3, 1], [3, 1, 3], [3, 2, 3], [2, 2, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 3, 3], [2, 3, 3]];172
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [3, 2, 3], [1, 2, 3], [2, 2, 3], [2, 2, 2], [2, 2, 1], [3, 3, 1], [1, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [3, 2, 3], [1, 2, 3], [2, 2, 3], [2, 2, 2], [2, 2, 1], [1, 3, 1], [3, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [1, 2, 3], [3, 2, 3], [2, 2, 3], [2, 2, 2], [2, 2, 1], [3, 3, 1], [1, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [1, 2, 3], [3, 2, 3], [2, 2, 3], [2, 2, 2], [2, 2, 1], [1, 3, 1], [3, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [2, 2, 3], [3, 2, 3], [1, 2, 3], [2, 2, 2], [2, 2, 1], [3, 3, 1], [1, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [2, 2, 3], [3, 2, 3], [1, 2, 3], [2, 2, 2], [2, 2, 1], [1, 3, 1], [3, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [2, 2, 3], [1, 2, 3], [3, 2, 3], [2, 2, 2], [2, 2, 1], [3, 3, 1], [1, 3, 1], [2, 3, 2]];148
[[12, 7, 5], [11, 16, 10], [20, 5, 16]];[[2, 2, 2], [2, 2, 1], [3, 3, 1], [3, 1, 2], [3, 2, 3], [1, 2, 3], [2, 3, 2], [2, 2, 3], [2, 1, 3], [1, 3, 1]];[[3, 1, 2], [2, 1, 3], [2, 2, 3], [1, 2, 3], [3, 2, 3], [2, 2, 2], [2, 2, 1], [1, 3, 1], [3, 3, 1], [2, 3, 2]];148
[[11, 15, 10], [9, 6, 8], [9, 6, 16]];[[1, 2, 1], [2, 2, 3], [3, 3, 2], [3, 2, 2], [2, 1, 1], [3, 1, 2], [3, 2, 3], [1, 3, 3], [1, 2, 2], [1, 1, 2]];[[3, 3, 2], [3, 2, 2], [3, 1, 2], [1, 1, 2], [1, 2, 2], [1, 2, 1], [1, 3, 3], [3, 2, 3], [2, 2, 3], [2, 1, 1]];138
[[11, 15, 10], [9, 6, 8], [9, 6, 16]];[[1, 2, 1], [2, 2, 3], [3, 3, 2], [3, 2, 2], [2, 1, 1], [3, 1, 2], [3, 2, 3], [1, 3, 3], [1, 2, 2], [1, 1, 2]];[[3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 2, 2], [1, 2, 1], [1, 3, 3], [3, 2, 3], [2, 2, 3], [2, 1, 1]];138
[[11, 15, 10], [9, 6, 8], [9, 6, 16]];[[1, 2, 1], [2, 2, 3], [3, 3, 2], [3, 2, 2], [2, 1, 1], [3, 1, 2], [3, 2, 3], [1, 3, 3], [1, 2, 2], [1, 1, 2]];[[2, 1, 1], [2, 2, 3], [3, 2, 3], [3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 2, 2], [1, 2, 1], [1, 3, 3]];138
[[11, 15, 10], [9, 6, 8], [9, 6, 16]];[[1, 2, 1], [2, 2, 3], [3, 3, 2], [3, 2, 2], [2, 1, 1], [3, 1, 2], [3, 2, 3], [1, 3, 3], [1, 2, 2], [1, 1, 2]];[[2, 1, 1], [2, 2, 3], [3, 2, 3], [1, 3, 3], [1, 2, 1], [1, 2, 2], [1, 1, 2], [3, 1, 2], [3, 3, 2], [3, 2, 2]];138
[[11, 15, 10], [9, 6, 8], [9, 6, 16]];[[1, 2, 1], [2, 2, 3], [3, 3, 2], [3, 2, 2], [2, 1, 1], [3, 1, 2], [3, 2, 3], [1, 3, 3], [1, 2, 2], [1, 1, 2]];[[2, 1, 1], [2, 2, 3], [3, 2, 3], [1, 3, 3], [1, 2, 1], [1, 2, 2], [1, 1, 2], [3, 1, 2], [3, 2, 2], [3, 3, 2]];138
[[16, 18, 14], [16, 16, 17], [15, 12, 17]];[[3, 1, 1], [2, 3, 3], [1, 2, 2], [2, 2, 2], [2, 3, 2], [1, 2, 1], [2, 1, 1], [1, 3, 3], [2, 1, 2], [1, 1, 2]];[[3, 1, 1], [2, 1, 1], [2, 1, 2], [2, 2, 2], [2, 3, 2], [2, 3, 3], [1, 3, 3], [1, 2, 1], [1, 2, 2], [1, 1, 2]];200
[[16, 18, 14], [16, 16, 17], [15, 12, 17]];[[3, 1, 1], [2, 3, 3], [1, 2, 2], [2, 2, 2], [2, 3, 2], [1, 2, 1], [2, 1, 1], [1, 3, 3], [2, 1, 2], [1, 1, 2]];[[3, 1, 1], [2, 1, 1], [2, 1, 2], [2, 2, 2], [2, 3, 2], [2, 3, 3], [1, 3, 3], [1, 1, 2], [1, 2, 2], [1, 2, 1]];200
[[18, 10, 16], [17, 17, 15], [11, 20, 10]];[[2, 3, 2], [3, 2, 3], [3, 3, 2], [2, 2, 1], [1, 2, 1], [1, 2, 3], [2, 1, 1], [3, 2, 2], [2, 1, 3], [1, 2, 2]];[[2, 3, 2], [3, 3, 2], [3, 2, 2], [3, 2, 3], [1, 2, 3], [1, 2, 2], [1, 2, 1], [2, 2, 1], [2, 1, 1], [2, 1, 3]];174
[[11, 8, 18], [5, 9, 6], [10, 7, 18]];[[1, 3, 3], [2, 1, 2], [2, 2, 1], [2, 3, 1], [3, 3, 2], [2, 2, 3], [1, 2, 3], [2, 2, 2], [1, 3, 2], [3, 3, 1]];[[2, 1, 2], [2, 2, 2], [2, 2, 1], [2, 3, 1], [3, 3, 1], [3, 3, 2], [1, 3, 2], [1, 3, 3], [1, 2, 3], [2, 2, 3]];116
[[11, 8, 18], [5, 9, 6], [10, 7, 18]];[[1, 3, 3], [2, 1, 2], [2, 2, 1], [2, 3, 1], [3, 3, 2], [2, 2, 3], [1, 2, 3], [2, 2, 2], [1, 3, 2], [3, 3, 1]];[[2, 1, 2], [2, 2, 2], [2, 2, 3], [1, 2, 3], [1, 3, 3], [1, 3, 2], [3, 3, 2], [3, 3, 1], [2, 3, 1], [2, 2, 1]];116
[[11, 8, 18], [5, 9, 6], [10, 7, 18]];[[1, 3, 3], [2, 1, 2], [2, 2, 1], [2, 3, 1], [3, 3, 2], [2, 2, 3], [1, 2, 3], [2, 2, 2], [1, 3, 2], [3, 3, 1]];[[2, 2, 1], [2, 3, 1], [3, 3, 1], [3, 3, 2], [1, 3, 2], [1, 3, 3], [1, 2, 3], [2, 2, 3], [2, 2, 2], [2, 1, 2]];116
[[14, 5, 12], [8, 8, 6], [10, 11, 9]];[[1, 3, 2], [2, 2, 2], [1, 3, 1], [2, 1, 3], [2, 1, 2], [1, 1, 3], [3, 2, 3], [2, 2, 1], [1, 1, 1], [3, 1, 1]];[[1, 3, 2], [1, 3, 1], [1, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 2, 2], [2, 2, 1], [3, 1, 1], [3, 2, 3]];129
[[14, 15, 10], [11, 12, 14], [20, 7, 17]];[[2, 2, 3], [1, 2, 1], [3, 1, 2], [3, 2, 1], [1, 1, 3], [3, 3, 2], [1, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 3]];[[3, 1, 2], [3, 3, 2], [1, 3, 2], [1, 3, 1], [1, 2, 1], [3, 2, 1], [2, 1, 1], [2, 2, 3], [3, 2, 3], [1, 1, 3]];188
[[14, 15, 10], [11, 12, 14], [20, 7, 17]];[[2, 2, 3], [1, 2, 1], [3, 1, 2], [3, 2, 1], [1, 1, 3], [3, 3, 2], [1, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 3]];[[1, 1, 3], [3, 2, 3], [2, 2, 3], [2, 1, 1], [3, 2, 1], [1, 2, 1], [1, 3, 1], [1, 3, 2], [3, 3, 2], [3, 1, 2]];188
[[8, 10, 12], [20, 20, 5], [6, 9, 12]];[[1, 1, 1], [2, 2, 1], [1, 2, 2], [1, 1, 2], [3, 2, 1], [3, 3, 1], [3, 2, 3], [3, 1, 1], [3, 2, 2], [2, 2, 2]];[[2, 2, 1], [2, 2, 2], [1, 2, 2], [3, 2, 2], [3, 2, 3], [3, 2, 1], [3, 3, 1], [3, 1, 1], [1, 1, 1], [1, 1, 2]];125
[[8, 10, 12], [20, 20, 5], [6, 9, 12]];[[1, 1, 1], [2, 2, 1], [1, 2, 2], [1, 1, 2], [3, 2, 1], [3, 3, 1], [3, 2, 3], [3, 1, 1], [3, 2, 2], [2, 2, 2]];[[1, 1, 2], [1, 1, 1], [3, 1, 1], [3, 3, 1], [3, 2, 1], [3, 2, 3], [3, 2, 2], [1, 2, 2], [2, 2, 2], [2, 2, 1]];125
[[9, 7, 18], [5, 16, 14], [11, 7, 16]];[[2, 2, 1], [3, 1, 2], [1, 1, 3], [1, 1, 2], [2, 1, 3], [3, 2, 3], [2, 1, 2], [2, 2, 3], [3, 2, 1], [3, 3, 3]];[[3, 1, 2], [3, 3, 3], [3, 2, 3], [3, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3], [1, 1, 3], [1, 1, 2], [2, 1, 2]];138
[[9, 7, 18], [5, 16, 14], [11, 7, 16]];[[2, 2, 1], [3, 1, 2], [1, 1, 3], [1, 1, 2], [2, 1, 3], [3, 2, 3], [2, 1, 2], [2, 2, 3], [3, 2, 1], [3, 3, 3]];[[1, 1, 2], [1, 1, 3], [2, 1, 3], [2, 2, 3], [2, 2, 1], [3, 2, 1], [3, 2, 3], [3, 3, 3], [3, 1, 2], [2, 1, 2]];138
[[16, 11, 19], [9, 6, 10], [20, 18, 17]];[[1, 3, 2], [2, 1, 2], [3, 1, 3], [1, 1, 1], [3, 3, 3], [2, 3, 2], [1, 2, 1], [3, 2, 3], [2, 2, 1], [2, 2, 3]];[[2, 1, 2], [2, 3, 2], [1, 3, 2], [1, 1, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [3, 2, 3], [3, 1, 3], [3, 3, 3]];165
[[16, 11, 19], [9, 6, 10], [20, 18, 17]];[[1, 3, 2], [2, 1, 2], [3, 1, 3], [1, 1, 1], [3, 3, 3], [2, 3, 2], [1, 2, 1], [3, 2, 3], [2, 2, 1], [2, 2, 3]];[[2, 1, 2], [2, 3, 2], [1, 3, 2], [1, 1, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [3, 2, 3], [3, 3, 3], [3, 1, 3]];165
[[16, 11, 19], [9, 6, 10], [20, 18, 17]];[[1, 3, 2], [2, 1, 2], [3, 1, 3], [1, 1, 1], [3, 3, 3], [2, 3, 2], [1, 2, 1], [3, 2, 3], [2, 2, 1], [2, 2, 3]];[[3, 1, 3], [3, 3, 3], [3, 2, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1], [1, 1, 1], [1, 3, 2], [2, 3, 2], [2, 1, 2]];165
[[16, 11, 19], [9, 6, 10], [20, 18, 17]];[[1, 3, 2], [2, 1, 2], [3, 1, 3], [1, 1, 1], [3, 3, 3], [2, 3, 2], [1, 2, 1], [3, 2, 3], [2, 2, 1], [2, 2, 3]];[[3, 3, 3], [3, 1, 3], [3, 2, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1], [1, 1, 1], [1, 3, 2], [2, 3, 2], [2, 1, 2]];165
[[6, 12, 17], [10, 10, 11], [7, 14, 7]];[[2, 1, 3], [1, 2, 3], [1, 1, 2], [2, 2, 3], [3, 3, 2], [1, 2, 2], [3, 2, 3], [3, 1, 3], [2, 3, 2], [1, 3, 1]];[[1, 1, 2], [1, 2, 2], [1, 2, 3], [2, 2, 3], [2, 1, 3], [3, 1, 3], [3, 2, 3], [3, 3, 2], [2, 3, 2], [1, 3, 1]];146
[[6, 14, 15], [9, 20, 6], [10, 20, 9]];[[2, 3, 2], [1, 2, 1], [3, 2, 2], [3, 2, 3], [1, 3, 2], [2, 3, 1], [1, 3, 3], [2, 1, 3], [2, 2, 3], [1, 2, 2]];[[1, 2, 1], [1, 2, 2], [3, 2, 2], [3, 2, 3], [2, 2, 3], [2, 1, 3], [2, 3, 1], [2, 3, 2], [1, 3, 2], [1, 3, 3]];154
[[7, 18, 18], [8, 8, 17], [13, 15, 12]];[[3, 2, 2], [2, 2, 2], [1, 3, 1], [3, 2, 3], [2, 3, 3], [1, 1, 1], [1, 2, 1], [3, 1, 2], [3, 1, 3], [1, 1, 3]];[[3, 2, 3], [3, 1, 3], [3, 1, 2], [3, 2, 2], [2, 2, 2], [2, 3, 3], [1, 3, 1], [1, 2, 1], [1, 1, 1], [1, 1, 3]];164
[[17, 7, 11], [13, 7, 5], [13, 5, 13]];[[1, 1, 2], [3, 2, 1], [3, 2, 2], [3, 3, 3], [1, 3, 2], [2, 2, 2], [3, 3, 2], [3, 1, 2], [2, 1, 2], [1, 1, 1]];[[3, 3, 3], [3, 3, 2], [3, 1, 2], [2, 1, 2], [2, 2, 2], [3, 2, 2], [3, 2, 1], [1, 1, 1], [1, 1, 2], [1, 3, 2]];125
[[17, 7, 11], [13, 7, 5], [13, 5, 13]];[[1, 1, 2], [3, 2, 1], [3, 2, 2], [3, 3, 3], [1, 3, 2], [2, 2, 2], [3, 3, 2], [3, 1, 2], [2, 1, 2], [1, 1, 1]];[[1, 3, 2], [1, 1, 2], [1, 1, 1], [3, 2, 1], [3, 2, 2], [2, 2, 2], [2, 1, 2], [3, 1, 2], [3, 3, 2], [3, 3, 3]];125
[[10, 14, 18], [20, 15, 9], [7, 8, 14]];[[3, 2, 3], [2, 2, 3], [2, 3, 2], [2, 1, 1], [1, 3, 2], [2, 3, 3], [2, 2, 1], [3, 3, 3], [1, 1, 1], [1, 3, 1]];[[2, 3, 2], [2, 3, 3], [3, 3, 3], [3, 2, 3], [2, 2, 3], [2, 2, 1], [2, 1, 1], [1, 1, 1], [1, 3, 1], [1, 3, 2]];146
[[10, 14, 18], [20, 15, 9], [7, 8, 14]];[[3, 2, 3], [2, 2, 3], [2, 3, 2], [2, 1, 1], [1, 3, 2], [2, 3, 3], [2, 2, 1], [3, 3, 3], [1, 1, 1], [1, 3, 1]];[[1, 3, 2], [1, 3, 1], [1, 1, 1], [2, 1, 1], [2, 2, 1], [2, 2, 3], [3, 2, 3], [3, 3, 3], [2, 3, 3], [2, 3, 2]];146
[[9, 10, 17], [6, 17, 13], [14, 12, 14]];[[3, 1, 3], [2, 1, 3], [3, 3, 1], [1, 3, 2], [1, 3, 3], [3, 2, 2], [2, 3, 3], [2, 2, 2], [3, 1, 1], [2, 3, 1]];[[2, 1, 3], [3, 1, 3], [3, 1, 1], [3, 3, 1], [2, 3, 1], [2, 3, 3], [1, 3, 3], [1, 3, 2], [3, 2, 2], [2, 2, 2]];163
[[9, 10, 17], [6, 17, 13], [14, 12, 14]];[[3, 1, 3], [2, 1, 3], [3, 3, 1], [1, 3, 2], [1, 3, 3], [3, 2, 2], [2, 3, 3], [2, 2, 2], [3, 1, 1], [2, 3, 1]];[[2, 1, 3], [3, 1, 3], [3, 1, 1], [3, 3, 1], [2, 3, 1], [2, 3, 3], [1, 3, 3], [1, 3, 2], [2, 2, 2], [3, 2, 2]];163
[[6, 12, 13], [13, 7, 16], [8, 9, 9]];[[2, 3, 1], [2, 1, 2], [1, 2, 1], [1, 3, 2], [1, 1, 2], [3, 2, 2], [1, 2, 2], [2, 2, 1], [1, 1, 1], [2, 1, 1]];[[1, 2, 1], [1, 1, 1], [1, 1, 2], [2, 1, 2], [2, 1, 1], [2, 2, 1], [2, 3, 1], [1, 3, 2], [1, 2, 2], [3, 2, 2]];121
[[19, 13, 5], [7, 6, 10], [12, 5, 6]];[[2, 3, 1], [1, 3, 3], [3, 3, 3], [2, 1, 3], [2, 3, 3], [1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 3, 2], [3, 1, 1]];[[3, 3, 3], [1, 3, 3], [1, 3, 1], [1, 1, 2], [1, 1, 3], [2, 1, 3], [2, 3, 3], [2, 3, 2], [2, 3, 1], [3, 1, 1]];122
[[19, 13, 5], [7, 6, 10], [12, 5, 6]];[[2, 3, 1], [1, 3, 3], [3, 3, 3], [2, 1, 3], [2, 3, 3], [1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 3, 2], [3, 1, 1]];[[3, 3, 3], [1, 3, 3], [1, 1, 3], [1, 1, 2], [1, 3, 1], [2, 3, 1], [2, 3, 2], [2, 3, 3], [2, 1, 3], [3, 1, 1]];122
[[19, 13, 5], [7, 6, 10], [12, 5, 6]];[[2, 3, 1], [1, 3, 3], [3, 3, 3], [2, 1, 3], [2, 3, 3], [1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 3, 2], [3, 1, 1]];[[3, 3, 3], [2, 1, 3], [2, 3, 3], [2, 3, 2], [2, 3, 1], [1, 3, 1], [1, 3, 3], [1, 1, 3], [1, 1, 2], [3, 1, 1]];122
[[19, 13, 5], [7, 6, 10], [12, 5, 6]];[[2, 3, 1], [1, 3, 3], [3, 3, 3], [2, 1, 3], [2, 3, 3], [1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 3, 2], [3, 1, 1]];[[3, 3, 3], [2, 3, 3], [2, 1, 3], [2, 3, 2], [2, 3, 1], [1, 3, 1], [1, 3, 3], [1, 1, 3], [1, 1, 2], [3, 1, 1]];122
[[14, 13, 13], [19, 8, 20], [18, 14, 11]];[[1, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 3], [2, 2, 2], [3, 3, 3], [2, 2, 1], [2, 1, 3], [3, 2, 2], [2, 3, 1]];[[1, 2, 2], [3, 2, 2], [2, 2, 2], [2, 2, 1], [2, 3, 1], [1, 3, 1], [1, 3, 3], [3, 3, 3], [1, 1, 3], [2, 1, 3]];184
[[14, 13, 13], [19, 8, 20], [18, 14, 11]];[[1, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 3], [2, 2, 2], [3, 3, 3], [2, 2, 1], [2, 1, 3], [3, 2, 2], [2, 3, 1]];[[1, 2, 2], [3, 2, 2], [2, 2, 2], [2, 2, 1], [2, 3, 1], [1, 3, 1], [1, 3, 3], [3, 3, 3], [2, 1, 3], [1, 1, 3]];184
[[14, 13, 13], [19, 8, 20], [18, 14, 11]];[[1, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 3], [2, 2, 2], [3, 3, 3], [2, 2, 1], [2, 1, 3], [3, 2, 2], [2, 3, 1]];[[1, 2, 2], [3, 2, 2], [2, 2, 2], [2, 2, 1], [2, 3, 1], [1, 3, 1], [3, 3, 3], [1, 3, 3], [1, 1, 3], [2, 1, 3]];184
[[14, 13, 13], [19, 8, 20], [18, 14, 11]];[[1, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 3], [2, 2, 2], [3, 3, 3], [2, 2, 1], [2, 1, 3], [3, 2, 2], [2, 3, 1]];[[1, 1, 3], [2, 1, 3], [3, 3, 3], [1, 3, 3], [1, 3, 1], [2, 3, 1], [2, 2, 1], [2, 2, 2], [1, 2, 2], [3, 2, 2]];184
[[14, 13, 13], [19, 8, 20], [18, 14, 11]];[[1, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 3], [2, 2, 2], [3, 3, 3], [2, 2, 1], [2, 1, 3], [3, 2, 2], [2, 3, 1]];[[1, 1, 3], [2, 1, 3], [3, 3, 3], [1, 3, 3], [1, 3, 1], [2, 3, 1], [2, 2, 1], [2, 2, 2], [3, 2, 2], [1, 2, 2]];184
[[18, 19, 13], [17, 14, 19], [14, 16, 14]];[[1, 1, 2], [2, 2, 3], [2, 1, 2], [3, 1, 3], [1, 1, 1], [1, 3, 3], [1, 2, 2], [3, 3, 2], [3, 3, 3], [2, 2, 1]];[[2, 2, 3], [2, 2, 1], [2, 1, 2], [3, 1, 3], [1, 1, 1], [1, 1, 2], [1, 2, 2], [1, 3, 3], [3, 3, 3], [3, 3, 2]];245
[[17, 8, 15], [11, 12, 16], [20, 7, 14]];[[2, 1, 3], [1, 3, 3], [3, 1, 2], [2, 2, 3], [3, 1, 1], [3, 2, 3], [3, 3, 2], [3, 3, 1], [2, 1, 1], [2, 3, 3]];[[1, 3, 3], [2, 3, 3], [2, 1, 3], [2, 2, 3], [3, 2, 3], [3, 1, 2], [3, 3, 2], [3, 3, 1], [3, 1, 1], [2, 1, 1]];166
[[11, 5, 16], [10, 19, 17], [14, 11, 16]];[[1, 3, 2], [1, 2, 3], [1, 3, 1], [3, 2, 3], [3, 1, 2], [2, 3, 1], [3, 2, 2], [2, 1, 1], [2, 2, 1], [1, 1, 3]];[[3, 1, 2], [3, 2, 2], [3, 2, 3], [1, 2, 3], [1, 1, 3], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1], [2, 2, 1]];169
